Season,Round,TeamID,OppTeamID,TeamSeed,OppTeamSeed,AvgPoints,AvgFGM,AvgFGA,AvgFGM3,AvgFGA3,AvgFTM,AvgFTA,AvgOR,AvgDR,AvgAst,AvgTO,AvgStl,AvgBlk,AvgPF,AvgOppPoints,AvgOppFGM,AvgOppFGA,AvgOppFGM3,AvgOppFGA3,AvgOppFTM,AvgOppFTA,AvgOppOR,AvgOppDR,AvgOppAst,AvgOppTO,AvgOppStl,AvgOppBlk,AvgOppPF,PomeroyRank,Conf,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,OppO,OppD,NCSOSAdjEM,MooreRank,W,L,T,MooreSOS,MoorePR,OppAvgPoints,OppAvgFGM,OppAvgFGA,OppAvgFGM3,OppAvgFGA3,OppAvgFTM,OppAvgFTA,OppAvgOR,OppAvgDR,OppAvgAst,OppAvgTO,OppAvgStl,OppAvgBlk,OppAvgPF,OppAvgOppScore,OppAvgOppFGM,OppAvgOppFGA,OppAvgOppFGM3,OppAvgOppFGA3,OppAvgOppFTM,OppAvgOppFTA,OppAvgOppOR,OppAvgOppDR,OppAvgOppAst,OppAvgOppTO,OppAvgOppStl,OppAvgOppBlk,OppAvgOppPF,OppPomeroyRank,OppConf,OppAdjEM,OppAdjO,OppAdjD,OppAdjT,OppLuck,OppSOSAdjEM,OppOppO,OppOppD,OppNCSOSAdjEM,OppMooreRank,OppW,OppL,OppT,OppMooreSOS,OppMoorePR,Outcome
2010,1,1242,1250,01,16,81.26470588235293,28.38888888888889,58.111111111111114,7.235294117647059,17.689542483660126,17.251633986928105,24.562091503267972,12.84640522875817,27.41503267973856,17.062091503267972,12.879084967320262,8.372549019607844,6.379084967320262,18.11764705882353,63.3202614379085,22.297385620915037,59.13071895424837,6.218954248366012,18.852941176470583,12.506535947712418,18.460784313725487,12.709150326797385,20.797385620915037,12.405228758169935,14.032679738562093,6.415032679738562,3.7450980392156863,20.035947712418302,2,B12,31.85,120.4,88.5,67.2,0.038,9.53,108.2,98.7,1.13,2,33,3,0,76.61,92.66,74.6076388888889,25.347222222222218,55.60763888888889,6.600694444444443,16.513888888888882,17.3125,24.145833333333336,10.138888888888891,26.13194444444445,15.038194444444445,12.902777777777779,6.121527777777778,2.520833333333333,17.756944444444443,69.52083333333334,24.69444444444445,58.493055555555564,7.0625,20.510416666666668,13.069444444444445,18.36458333333333,10.729166666666666,23.961805555555554,14.333333333333336,13.583333333333336,6.500000000000001,3.166666666666666,20.430555555555557,186,Pat,-0.97,105.6,106.6,68.9,0.018000000000000002,-10.02,96.8,106.8,-8.95,141,22,11,0,62.21,69.88,1
2010,1,1243,1317,02,15,78.90972222222223,26.069444444444446,58.06597222222222,6.6875,18.701388888888886,20.08333333333333,30.246527777777782,15.190972222222221,23.784722222222218,14.53125,14.506944444444445,7.409722222222222,4.791666666666666,22.29861111111111,68.6423611111111,22.746527777777782,54.32638888888889,5.3680555555555545,16.23611111111111,17.78125,25.64583333333333,11.822916666666664,21.805555555555557,11.881944444444445,16.93402777777778,7.121527777777778,3.46875,24.319444444444446,6,B12,25.52,116.1,90.6,69.4,-0.008,11.99,109.5,97.5,2.37,8,29,8,0,77.57,88.46,72.22296296296297,23.75703703703704,51.731111111111105,5.194814814814816,15.662962962962961,19.514074074074074,27.19037037037037,10.348148148148148,25.47851851851852,11.798518518518515,14.508888888888887,4.3496296296296295,2.9407407407407415,17.76814814814815,68.63629629629631,25.16666666666667,58.0474074074074,4.879259259259259,14.948888888888886,13.423703703703707,18.9,10.867407407407406,21.844444444444445,11.23925925925926,12.611851851851853,6.996296296296297,3.871111111111111,22.13777777777778,175,SB,-0.47,103.4,103.8,67.4,0.113,-5.87,99.9,105.7,-2.96,156,24,9,0,62.88,68.47,1
2010,2,1243,1140,02,07,78.90972222222223,26.069444444444446,58.06597222222222,6.6875,18.701388888888886,20.08333333333333,30.246527777777782,15.190972222222221,23.784722222222218,14.53125,14.506944444444445,7.409722222222222,4.791666666666666,22.29861111111111,68.6423611111111,22.746527777777782,54.32638888888889,5.3680555555555545,16.23611111111111,17.78125,25.64583333333333,11.822916666666664,21.805555555555557,11.881944444444445,16.93402777777778,7.121527777777778,3.46875,24.319444444444446,6,B12,25.52,116.1,90.6,69.4,-0.008,11.99,109.5,97.5,2.37,8,29,8,0,77.57,88.46,82.60606060606061,28.393939393939394,58.90909090909091,8.121212121212121,19.545454545454547,17.696969696969695,22.51515151515152,10.181818181818182,26.78787878787879,15.787878787878787,11.303030303030305,8.545454545454545,3.484848484848485,17.363636363636363,65.66666666666667,23.0,56.06060606060606,5.909090909090909,17.606060606060606,13.757575757575758,20.393939393939394,9.909090909090908,22.63636363636364,12.393939393939394,15.606060606060606,5.8181818181818175,2.878787878787879,18.363636363636363,10,MWC,23.27,117.3,94.0,71.1,-0.013000000000000001,3.88,104.9,101.0,-0.03,18,30,6,0,70.15,86.18,1
2010,3,1243,1462,02,06,78.90972222222223,26.069444444444446,58.06597222222222,6.6875,18.701388888888886,20.08333333333333,30.246527777777782,15.190972222222221,23.784722222222218,14.53125,14.506944444444445,7.409722222222222,4.791666666666666,22.29861111111111,68.6423611111111,22.746527777777782,54.32638888888889,5.3680555555555545,16.23611111111111,17.78125,25.64583333333333,11.822916666666664,21.805555555555557,11.881944444444445,16.93402777777778,7.121527777777778,3.46875,24.319444444444446,6,B12,25.52,116.1,90.6,69.4,-0.008,11.99,109.5,97.5,2.37,8,29,8,0,77.57,88.46,78.15486111111113,26.96597222222222,57.62152777777778,6.8506944444444455,18.293055555555558,17.372222222222227,24.39375,12.159722222222221,26.913194444444446,14.109027777777778,12.874305555555555,6.593055555555557,3.695833333333333,18.30277777777778,67.18472222222222,24.39305555555556,59.44375000000001,5.434722222222222,18.52222222222222,12.96388888888889,19.71597222222222,11.164583333333333,22.524305555555557,12.951388888888893,12.80763888888889,6.501388888888888,4.516666666666667,20.256944444444443,18,A10,20.87,115.5,94.6,68.9,0.01,8.04,106.2,98.2,7.27,21,26,9,0,75.0,85.63,1
2010,1,1246,1190,01,16,78.48692810457516,27.735294117647058,57.87254901960785,5.924836601307188,17.307189542483655,17.091503267973856,25.179738562091497,14.150326797385619,26.784313725490193,14.562091503267975,14.382352941176471,7.196078431372548,7.1503267973856195,16.065359477124186,64.56535947712418,23.133986928104573,60.71895424836601,6.500000000000001,20.526143790849677,11.797385620915033,16.826797385620914,12.709150326797385,20.424836601307188,10.84313725490196,13.967320261437907,6.781045751633988,3.0816993464052285,20.689542483660126,4,SEC,26.54,114.9,88.3,68.3,0.06,7.06,106.5,99.5,-1.28,3,35,3,0,76.51,92.24,68.74747474747474,24.377104377104374,56.158249158249156,5.101010101010101,16.218855218855218,14.892255892255893,22.5016835016835,12.612794612794609,23.562289562289568,10.824915824915823,14.61952861952862,8.262626262626263,3.1818181818181817,19.013468013468014,66.10774410774411,22.424242424242426,54.09090909090909,7.178451178451179,22.02020202020202,14.08080808080808,21.255892255892253,12.047138047138047,23.303030303030305,12.734006734006732,16.683501683501685,7.195286195286196,3.542087542087542,18.848484848484848,150,ASun,2.47,100.9,98.4,66.8,-0.004,-1.26,102.1,103.3,8.97,190,20,15,0,64.15,65.58,1
2010,2,1246,1448,01,09,78.48692810457516,27.735294117647058,57.87254901960785,5.924836601307188,17.307189542483655,17.091503267973856,25.179738562091497,14.150326797385619,26.784313725490193,14.562091503267975,14.382352941176471,7.196078431372548,7.1503267973856195,16.065359477124186,64.56535947712418,23.133986928104573,60.71895424836601,6.500000000000001,20.526143790849677,11.797385620915033,16.826797385620914,12.709150326797385,20.424836601307188,10.84313725490196,13.967320261437907,6.781045751633988,3.0816993464052285,20.689542483660126,4,SEC,26.54,114.9,88.3,68.3,0.06,7.06,106.5,99.5,-1.28,3,35,3,0,76.51,92.24,71.44904214559386,25.673563218390804,58.67126436781609,4.275095785440613,13.624521072796936,15.826819923371644,23.93716475095785,14.336398467432954,26.629118773946363,11.60306513409962,14.872796934865901,7.217624521072798,5.2107279693486594,19.708812260536398,67.00153256704981,22.737164750957852,59.284291187739456,5.547892720306513,19.193869731800767,15.979310344827585,22.934865900383137,13.666666666666668,22.88122605363985,10.862835249042146,13.881992337164753,6.901915708812262,3.78007662835249,20.459770114942533,58,ACC,14.12,107.1,93.0,68.7,0.067,10.51,107.4,96.9,-0.82,62,20,11,0,76.89,78.88,1
2010,3,1246,1165,01,12,78.48692810457516,27.735294117647058,57.87254901960785,5.924836601307188,17.307189542483655,17.091503267973856,25.179738562091497,14.150326797385619,26.784313725490193,14.562091503267975,14.382352941176471,7.196078431372548,7.1503267973856195,16.065359477124186,64.56535947712418,23.133986928104573,60.71895424836601,6.500000000000001,20.526143790849677,11.797385620915033,16.826797385620914,12.709150326797385,20.424836601307188,10.84313725490196,13.967320261437907,6.781045751633988,3.0816993464052285,20.689542483660126,4,SEC,26.54,114.9,88.3,68.3,0.06,7.06,106.5,99.5,-1.28,3,35,3,0,76.51,92.24,74.42528735632183,26.49808429118774,55.590038314176255,9.720306513409962,22.229885057471265,11.7088122605364,16.015325670498086,10.172413793103447,22.97701149425287,16.095785440613028,12.157088122605364,7.095785440613026,3.5823754789272035,18.095785440613028,63.83908045977011,21.796934865900386,51.81609195402298,5.678160919540232,16.1455938697318,14.56704980842912,20.229885057471265,9.804597701149424,21.348659003831422,11.21072796934866,13.704980842911878,6.321839080459768,2.770114942528736,16.659003831417625,46,Ivy,15.92,117.4,101.5,63.9,0.068,-0.66,101.2,101.9,4.12,51,29,5,0,66.91,80.36,1
2010,1,1293,1435,13,04,76.09375,26.78125,53.9375,6.28125,16.90625,16.25,23.125,12.0,24.25,15.1875,14.5,9.28125,5.40625,17.46875,61.03125,21.28125,54.75,5.46875,16.09375,13.0,18.59375,12.125,18.71875,10.875,16.53125,6.46875,2.84375,18.75,53,OVC,15.06,109.0,94.0,65.6,-0.011000000000000001,-5.78,100.2,106.0,-5.24,70,31,5,0,63.35,77.79,77.20430107526879,25.967741935483872,55.01075268817203,6.103942652329749,16.526881720430104,19.164874551971327,26.376344086021504,10.698924731182794,25.078853046594983,13.10752688172043,13.612903225806454,5.792114695340501,5.0788530465949835,19.34050179211469,69.5663082437276,25.01075268817204,60.035842293906825,6.31899641577061,18.860215053763444,13.225806451612904,20.842293906810035,13.487455197132617,21.982078853046595,11.974910394265232,13.541218637992833,6.724014336917564,3.942652329749104,21.3584229390681,36,SEC,17.54,113.7,96.2,68.7,0.019,8.14,107.1,99.0,1.5,32,24,9,0,75.91,83.06,1
2010,1,1307,1285,03,14,76.1111111111111,25.24579124579125,57.27946127946129,7.915824915824914,21.158249158249163,17.703703703703702,26.144781144781145,13.114478114478116,25.35353535353536,14.316498316498315,11.151515151515152,6.7205387205387215,3.491582491582492,17.528619528619526,66.55218855218855,23.127946127946128,54.21885521885522,7.245791245791246,21.865319865319872,13.050505050505052,19.26936026936027,9.26262626262626,23.468013468013467,12.922558922558922,13.794612794612794,5.575757575757576,2.6329966329966332,22.528619528619533,43,MWC,16.18,113.6,97.4,67.4,0.096,4.09,105.0,100.9,1.85,64,30,5,0,71.72,78.71,69.44827586206897,24.58620689655172,51.10344827586207,6.517241379310344,16.379310344827587,13.758620689655173,19.068965517241377,8.758620689655173,23.62068965517241,11.89655172413793,12.137931034482758,6.379310344827586,3.2413793103448274,18.27586206896552,62.17241379310346,21.689655172413797,51.44827586206897,5.655172413793102,15.482758620689655,13.137931034482758,19.86206896551724,9.965517241379311,20.41379310344828,9.862068965517242,12.586206896551724,5.482758620689656,2.6206896551724137,17.896551724137932,95,BSky,8.08,106.5,98.4,62.0,-0.042,-2.21,103.4,105.6,-0.86,131,22,10,0,63.06,70.74,1
2010,1,1320,1424,09,08,63.3125,21.5,49.90625,6.59375,18.6875,13.71875,18.1875,9.53125,22.9375,10.65625,10.53125,5.5,2.0,15.96875,54.28125,19.53125,48.40625,5.6875,17.15625,9.53125,13.8125,8.03125,21.46875,8.65625,12.25,4.40625,1.90625,18.375,27,MVC,18.87,109.6,90.8,58.9,0.034,4.08,105.7,101.6,-1.58,34,30,5,0,72.5,82.74,72.2875,26.39375,56.8875,6.6875,20.15,12.8125,17.775,9.475,23.9875,16.1625,11.7125,7.58125,3.48125,20.05,63.51875,20.3875,51.1375,5.85,17.51875,16.89375,24.075,10.50625,23.64375,10.375,15.2375,4.7875,2.7125,16.94375,41,MWC,16.56,110.6,94.0,66.3,-0.013000000000000001,4.08,104.8,100.7,0.67,43,25,9,0,72.28,81.16,1
2010,2,1320,1242,09,01,63.3125,21.5,49.90625,6.59375,18.6875,13.71875,18.1875,9.53125,22.9375,10.65625,10.53125,5.5,2.0,15.96875,54.28125,19.53125,48.40625,5.6875,17.15625,9.53125,13.8125,8.03125,21.46875,8.65625,12.25,4.40625,1.90625,18.375,27,MVC,18.87,109.6,90.8,58.9,0.034,4.08,105.7,101.6,-1.58,34,30,5,0,72.5,82.74,81.26470588235293,28.38888888888889,58.111111111111114,7.235294117647059,17.689542483660126,17.251633986928105,24.562091503267972,12.84640522875817,27.41503267973856,17.062091503267972,12.879084967320262,8.372549019607844,6.379084967320262,18.11764705882353,63.3202614379085,22.297385620915037,59.13071895424837,6.218954248366012,18.852941176470583,12.506535947712418,18.460784313725487,12.709150326797385,20.797385620915037,12.405228758169935,14.032679738562093,6.415032679738562,3.7450980392156863,20.035947712418302,2,B12,31.85,120.4,88.5,67.2,0.038,9.53,108.2,98.7,1.13,2,33,3,0,76.61,92.66,1
2010,1,1325,1207,14,03,71.95294117647059,24.0,56.33660130718953,7.0973856209150314,19.854901960784318,16.855555555555554,22.90588235294117,11.09281045751634,24.786274509803924,13.845098039215687,12.47516339869281,7.4300653594771235,2.5666666666666664,18.48496732026144,67.11830065359479,23.386928104575162,57.12549019607843,5.826143790849673,19.13202614379085,14.518300653594773,20.6281045751634,12.71372549019608,24.677777777777774,13.329411764705885,14.816993464052288,5.594771241830067,3.315686274509804,19.39542483660131,94,MAC,8.25,107.3,99.0,68.8,-0.068,0.76,103.1,102.3,-0.9,86,22,15,0,68.19,75.45,73.24242424242425,26.484848484848484,53.15151515151515,6.1818181818181825,15.93939393939394,14.090909090909092,19.78787878787879,9.666666666666666,23.696969696969692,15.454545454545455,13.787878787878787,7.03030303030303,4.727272727272728,16.90909090909091,65.12121212121212,22.90909090909091,55.60606060606061,6.151515151515151,18.87878787878788,13.151515151515152,18.363636363636363,11.272727272727273,19.848484848484848,13.090909090909092,13.12121212121212,7.272727272727272,3.9090909090909087,18.454545454545453,11,BE,22.64,116.8,94.2,65.8,-0.035,11.55,109.0,97.4,3.35,17,23,11,0,78.69,86.42,1
