Season,TeamID,W,L,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,OppScore,OppFGM,OppFGA,OppFGM3,OppFGA3,OppFTM,OppFTA,OppOR,OppDR,OppAst,OppTO,OppStl,OppBlk,OppPF,PomeroyRank,Conf,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,OppO,OppD,NCSOSAdjEM,MooreRank,MooreSOS,MoorePR
2010,1114,6,22,65.48412698412699,21.46825396825397,51.28968253968255,6.075396825396825,16.02777777777778,16.47222222222222,23.603174603174605,9.523809523809524,23.33730158730159,11.265873015873014,13.34920634920635,4.682539682539684,2.5158730158730163,19.93253968253968,73.27380952380953,25.07142857142857,55.992063492063494,7.726190476190474,21.654761904761894,15.404761904761903,22.166666666666664,11.277777777777775,24.011904761904763,15.357142857142858,11.73015873015873,5.273809523809524,3.4007936507936507,19.642857142857142,281,SB,-11.99,99.6,111.6,65.5,-0.022000000000000002,-1.79,102.4,104.2,8.46,277,66.05,57.86
2010,1115,17,15,63.51736111111111,21.28819444444445,51.73958333333334,4.0347222222222205,13.246527777777779,16.90625,25.47569444444445,12.409722222222221,25.23958333333333,12.357638888888891,16.729166666666668,6.746527777777778,3.3715277777777777,22.46875,63.81597222222222,20.288194444444443,49.84375000000001,4.975694444444444,15.225694444444445,18.26388888888889,27.47916666666667,9.03125,22.05208333333333,11.548611111111109,13.909722222222225,7.795138888888888,4.284722222222221,20.76388888888889,231,SWAC,-6.44,93.1,99.5,65.1,0.053,-7.62,96.4,104.0,17.98,249,60.51,60.23
2010,1116,14,18,73.9236111111111,25.63541666666667,57.517361111111114,6.21875,17.916666666666668,16.43402777777778,24.159722222222218,10.881944444444445,23.17013888888889,13.600694444444445,13.555555555555555,7.184027777777778,4.013888888888889,18.520833333333336,73.19791666666666,25.506944444444446,58.95138888888889,7.173611111111112,19.25,15.010416666666668,20.746527777777782,12.229166666666668,24.472222222222218,12.826388888888891,14.524305555555555,6.559027777777778,4.607638888888889,20.215277777777782,119,SEC,5.3,105.9,100.6,69.7,-0.075,5.5,105.9,100.3,-2.77,92,73.47,75.07
2010,1117,15,14,67.26436781609196,23.89272030651341,54.30651340996169,5.1915708812260535,15.455938697318008,14.28735632183908,21.762452107279685,11.2911877394636,25.727969348659002,12.386973180076629,13.590038314176244,4.8084291187739465,3.984674329501916,18.42911877394636,66.90421455938697,23.819923371647512,57.264367816091955,5.168582375478927,17.275862068965516,14.095785440613025,20.122605363984675,11.390804597701148,23.348659003831425,12.471264367816094,11.78544061302682,7.0,3.1455938697318007,19.651340996168578,202,SB,-2.95,99.1,102.0,66.5,0.002,-5.0,100.8,105.8,-1.6,206,63.93,64.51
2010,1119,13,15,60.01984126984127,21.908730158730158,53.07142857142857,5.515873015873016,16.82936507936508,10.686507936507935,16.30952380952381,10.178571428571429,21.373015873015877,11.444444444444445,14.571428571428573,8.253968253968255,2.456349206349206,20.16269841269841,60.87301587301586,19.24206349206349,46.29365079365079,6.7936507936507935,20.345238095238102,15.595238095238091,22.289682539682538,9.202380952380949,23.865079365079364,11.404761904761909,17.07936507936508,5.6230158730158735,3.0912698412698414,17.16269841269841,259,Pat,-9.68,89.3,99.0,62.8,-0.018000000000000002,-9.01,98.9,107.9,-9.28,269,61.05,58.2
2010,1120,14,17,74.48028673835125,26.014336917562726,58.89247311827957,8.247311827956988,25.114695340501793,14.204301075268814,21.724014336917566,11.89605734767025,22.666666666666664,12.81720430107527,13.724014336917561,7.7992831541218655,2.8136200716845874,19.88888888888889,73.62724014336919,25.731182795698928,56.24731182795697,6.842293906810036,19.268817204301072,15.32258064516129,21.551971326164875,10.7921146953405,24.65591397849462,13.25448028673835,15.057347670250895,6.67741935483871,3.7025089605734767,18.43010752688172,103,SEC,6.98,109.9,102.9,69.0,-0.075,5.52,105.5,100.0,-3.37,79,73.05,76.62
2010,1122,15,15,69.88518518518521,23.544444444444448,52.83703703703704,6.01111111111111,16.881481481481487,16.78518518518519,24.125925925925927,10.733333333333333,22.170370370370367,12.907407407407408,14.033333333333333,5.814814814814813,3.0666666666666678,16.974074074074075,72.0962962962963,25.755555555555553,57.04814814814814,7.0481481481481465,18.725925925925925,13.537037037037035,19.444444444444443,12.248148148148148,23.037037037037035,13.437037037037035,13.085185185185184,7.107407407407408,3.948148148148148,20.296296296296298,207,OVC,-3.52,103.7,107.2,66.0,0.08199999999999999,-1.53,102.5,104.0,9.04,229,65.95,62.56
2010,1123,14,15,58.73180076628352,19.757854406130267,48.148659003831426,3.7057471264367816,10.085823754789274,15.510344827586207,22.480459770114948,10.126436781609193,24.098084291187742,10.486590038314178,14.26590038314176,4.802298850574712,3.026819923371647,17.49272030651341,61.018390804597715,21.66590038314176,54.12950191570881,5.785440613026822,18.822988505747126,11.901149425287356,17.324904214559385,11.25287356321839,21.86206896551724,12.728735632183907,11.406130268199234,6.619157088122607,3.2559386973180087,19.615325670498084,222,MAC,-5.45,94.6,100.1,62.0,0.052000000000000005,-2.85,100.8,103.6,-4.22,238,64.65,61.8
2010,1124,24,7,76.16487455197134,26.967741935483872,55.72401433691756,7.003584229390682,18.121863799283158,15.225806451612904,20.763440860215052,12.10752688172043,26.225806451612907,13.57347670250896,13.863799283154117,6.318996415770608,6.8888888888888875,17.928315412186382,66.05017921146954,22.7921146953405,58.555555555555564,6.716845878136201,19.878136200716842,13.749103942652331,20.32974910394265,12.91397849462366,19.44444444444445,12.738351254480287,11.989247311827956,6.017921146953403,2.4516129032258065,18.57706093189964,8,B12,24.95,119.2,94.3,64.5,-0.021,10.59,108.3,97.7,-2.79,7,75.7,88.68
2010,1125,19,12,72.4910394265233,24.412186379928322,54.365591397849464,7.810035842293908,22.691756272401435,15.85663082437276,23.516129032258068,11.885304659498207,24.91756272401434,14.240143369175627,16.444444444444443,7.114695340501791,2.956989247311828,19.093189964157702,67.94265232974911,24.064516129032263,58.225806451612904,5.125448028673834,16.88888888888889,14.688172043010752,21.745519713261647,12.881720430107526,22.161290322580644,11.978494623655912,14.394265232974913,8.437275985663081,4.422939068100359,20.440860215053767,132,ASun,3.67,103.3,99.6,68.8,-0.013000000000000001,-3.95,100.6,104.5,3.56,181,63.06,66.48
2010,1126,14,16,58.225925925925935,21.225925925925925,50.87037037037037,3.762962962962963,11.548148148148151,12.011111111111115,18.71851851851852,11.544444444444444,20.596296296296302,9.8,12.677777777777779,6.444444444444443,3.414814814814815,17.855555555555554,60.68518518518518,20.296296296296298,47.385185185185186,5.977777777777778,15.737037037037034,14.114814814814816,21.71851851851852,10.407407407407408,22.11851851851852,10.877777777777775,13.47777777777778,5.837037037037038,3.5148148148148146,15.688888888888886,292,MEAC,-12.98,93.9,106.9,58.9,0.043,-10.52,96.1,106.6,-2.25,308,57.27,54.16
2010,1127,11,18,61.1647509578544,22.229885057471265,52.49425287356321,5.1034482758620685,17.421455938697314,11.601532567049807,17.344827586206893,11.371647509578546,23.1264367816092,9.862068965517242,14.17624521072797,5.214559386973179,3.934865900383141,16.88888888888889,67.63984674329502,23.9808429118774,55.68965517241379,7.241379310344827,20.398467432950195,12.436781609195402,18.314176245210728,12.06513409961686,22.10727969348659,13.107279693486593,11.091954022988503,6.363984674329503,2.5708812260536402,16.471264367816094,272,AE,-11.07,98.1,109.2,62.5,0.045,-3.36,100.9,104.3,2.22,250,63.92,60.2
2010,1129,14,17,73.43727598566309,27.720430107526887,60.32616487455197,5.845878136200717,17.57706093189964,12.150537634408602,17.974910394265233,11.670250896057349,24.00716845878136,15.874551971326165,14.240143369175625,7.408602150537635,3.6917562724014337,16.817204301075268,72.76702508960574,26.99641577060932,59.04301075268817,6.419354838709677,17.437275985663085,12.35483870967742,18.200716845878134,10.881720430107524,23.65232974910394,13.297491039426525,14.465949820788529,6.118279569892473,2.863799283154122,16.071684587813618,161,WAC,0.94,102.2,101.3,69.5,-0.064,-0.68,104.7,105.4,-7.53,140,67.11,70.2
2010,1130,15,16,69.19354838709678,25.741935483870968,57.612903225806456,5.129032258064517,15.709677419354836,12.580645161290322,17.580645161290324,12.93548387096774,23.322580645161292,15.0,12.709677419354836,5.0,3.4838709677419355,16.903225806451616,66.06451612903226,24.70967741935484,56.70967741935484,4.838709677419356,16.06451612903226,11.806451612903226,17.580645161290324,10.838709677419352,20.677419354838708,11.741935483870966,11.709677419354836,6.064516129032258,4.645161290322581,17.612903225806452,74,ACC,10.87,110.7,99.8,64.1,-0.086,8.22,105.6,97.4,-5.29,59,75.74,79.48
2010,1131,19,13,70.57291666666667,23.13888888888889,57.21527777777778,8.315972222222221,23.180555555555557,15.979166666666668,21.881944444444446,11.097222222222221,25.520833333333336,10.958333333333332,13.430555555555555,6.947916666666666,3.048611111111111,21.34375,66.65277777777777,22.42361111111111,55.02777777777778,5.833333333333332,18.729166666666668,15.972222222222221,23.815972222222218,11.340277777777779,26.256944444444446,12.114583333333332,14.46875,5.9131944444444455,3.274305555555556,19.371527777777782,133,AE,3.51,103.8,100.3,69.8,0.008,-2.66,100.3,102.9,4.04,109,66.28,73.03
2010,1132,13,16,62.5095785440613,22.95785440613027,51.93103448275862,4.222222222222221,13.149425287356324,12.371647509578546,18.478927203065133,10.919540229885056,22.5632183908046,12.938697318007662,13.977011494252874,6.7701149425287355,3.2988505747126435,16.26436781609195,66.24137931034483,23.05747126436782,52.980842911877396,7.647509578544061,20.67049808429119,12.478927203065135,18.26819923371648,10.570881226053642,21.517241379310345,14.942528735632186,12.923371647509578,7.103448275862068,3.272030651340996,17.3639846743295,200,MAC,-2.9,101.3,104.2,63.1,0.052000000000000005,0.77,102.9,102.2,-0.33,207,66.73,64.43
2010,1133,16,15,66.87813620071685,23.060931899641577,52.483870967741936,5.960573476702509,16.7921146953405,14.795698924731186,19.86379928315412,9.025089605734768,23.612903225806452,11.806451612903226,11.93189964157706,6.243727598566308,2.7311827956989245,16.57706093189964,66.8136200716846,23.200716845878137,56.45878136200717,7.103942652329749,23.13620071684588,13.308243727598565,17.211469534050178,11.763440860215054,22.88530465949821,13.154121863799286,12.111111111111109,5.716845878136201,2.032258064516129,17.860215053763444,114,MVC,5.69,106.3,100.6,64.9,0.016,4.53,105.6,101.1,0.99,103,72.23,73.51
2010,1135,9,20,65.97318007662835,22.578544061302686,51.417624521072796,6.4444444444444455,18.91187739463601,14.371647509578546,19.4176245210728,7.107279693486589,24.35632183908046,12.862068965517242,12.946360153256705,3.678160919540229,3.727969348659004,14.337164750957855,72.50574712643677,27.681992337164754,61.892720306513404,6.674329501915707,18.91187739463601,10.46743295019157,15.28735632183908,12.21455938697318,24.96551724137931,13.923371647509578,9.819923371647509,6.8850574712643695,3.701149425287357,18.540229885057474,284,Ivy,-12.16,100.0,112.1,66.1,0.004,-3.71,99.6,103.3,-1.2,275,63.82,57.87
2010,1136,1,29,51.64444444444444,18.703703703703702,50.1,5.2703703703703715,18.48148148148148,8.966666666666667,13.455555555555556,8.114814814814817,21.63333333333333,10.855555555555556,16.18148148148148,5.911111111111111,3.6407407407407413,20.088888888888892,69.24444444444444,23.722222222222218,53.2962962962963,6.677777777777778,18.125925925925923,15.122222222222225,22.922222222222217,12.155555555555555,26.170370370370367,13.766666666666667,12.355555555555556,8.237037037037037,3.6259259259259258,14.866666666666667,346,NEC,-32.2,79.5,111.7,62.1,-0.028999999999999998,-7.63,98.6,106.2,1.46,344,62.73,45.07
2010,1137,14,17,65.84946236559139,22.73835125448029,55.55197132616488,6.3476702508960585,19.301075268817197,14.025089605734768,19.225806451612907,10.655913978494622,22.684587813620073,11.759856630824373,11.469534050179211,4.8566308243727585,3.594982078853047,17.609318996415773,66.83870967741936,22.89964157706093,53.225806451612904,6.591397849462365,17.0,14.448028673835127,20.121863799283158,10.17204301075269,23.99283154121864,12.100358422939069,12.759856630824373,5.415770609318996,2.9964157706093184,17.78494623655914,246,Pat,-7.96,98.0,105.9,63.8,-0.018000000000000002,-7.86,99.4,107.3,-4.96,218,62.51,63.1
2010,1138,17,12,71.02681992337163,24.708812260536398,56.96551724137931,6.75095785440613,19.655172413793107,14.85823754789272,20.6360153256705,12.218390804597702,22.685823754789272,14.693486590038312,13.915708812260535,7.321839080459768,3.1954022988505746,18.67049808429119,70.82758620689657,24.877394636015325,54.34099616858238,6.636015325670497,17.356321839080458,14.436781609195402,20.693486590038308,10.340996168582377,23.25670498084291,12.057471264367814,14.777777777777775,6.904214559386974,3.0689655172413794,18.310344827586206,158,MAC,1.47,106.6,105.1,68.2,0.065,-0.92,101.2,102.1,-0.72,167,67.75,68.0
2010,1139,28,4,69.87152777777777,22.64236111111111,50.00347222222222,6.729166666666666,19.67708333333333,17.85763888888889,23.868055555555557,9.222222222222221,23.524305555555557,12.774305555555555,12.361111111111109,6.815972222222222,2.4548611111111107,18.45138888888889,59.81597222222222,21.10763888888889,50.923611111111114,4.986111111111111,16.145833333333332,12.614583333333332,18.256944444444443,8.70486111111111,20.319444444444443,10.489583333333332,13.642361111111109,5.166666666666667,3.045138888888889,20.809027777777782,12,Horz,22.45,111.0,88.5,63.0,0.032,6.85,106.7,99.9,11.11,10,74.7,87.24
2010,1140,28,5,82.60606060606061,28.393939393939394,58.90909090909091,8.121212121212121,19.545454545454547,17.696969696969695,22.51515151515152,10.181818181818182,26.78787878787879,15.787878787878787,11.303030303030305,8.545454545454545,3.484848484848485,17.363636363636363,65.66666666666667,23.0,56.06060606060606,5.909090909090909,17.606060606060606,13.757575757575758,20.393939393939394,9.909090909090908,22.63636363636364,12.393939393939394,15.606060606060606,5.8181818181818175,2.878787878787879,18.363636363636363,10,MWC,23.27,117.3,94.0,71.1,-0.013000000000000001,3.88,104.9,101.0,-0.03,18,70.15,86.18
2010,1141,14,15,63.96551724137931,21.448275862068964,52.6551724137931,7.689655172413793,20.55172413793104,13.379310344827585,20.103448275862068,12.275862068965518,21.103448275862068,10.620689655172416,14.20689655172414,7.9655172413793105,2.862068965517241,21.75862068965517,63.96551724137931,19.96551724137931,47.10344827586207,5.137931034482759,14.965517241379311,18.896551724137925,25.82758620689655,10.20689655172414,22.310344827586206,10.034482758620689,15.034482758620689,5.827586206896553,3.2758620689655173,18.58620689655172,196,MAC,-1.85,101.6,103.4,63.5,-0.016,-2.24,100.4,102.6,-1.74,198,65.31,64.95
2010,1142,12,19,69.33118279569892,23.542652329749107,56.475268817204295,6.532616487455198,19.602150537634405,15.71326164874552,21.5584229390681,12.280286738351258,22.814336917562727,11.605734767025087,13.348387096774195,5.470250896057348,2.32831541218638,21.754121863799284,74.45448028673835,23.827240143369174,52.183512544802866,6.589964157706094,17.878136200716842,20.210035842293905,28.20716845878136,9.836559139784946,23.66953405017921,13.649462365591395,12.246594982078856,5.6702508960573486,3.3569892473118284,17.549820788530468,243,BW,-7.76,103.2,111.0,66.4,0.048,-2.41,102.0,104.4,-1.0,256,64.68,59.61
2010,1143,23,10,77.71717171717171,27.804713804713803,58.21885521885522,6.569023569023568,17.575757575757574,15.538720538720538,20.52861952861953,11.447811447811446,24.195286195286197,14.393939393939394,11.969696969696967,5.646464646464647,2.474747474747475,16.925925925925924,68.13804713804714,24.54882154882155,56.670033670033675,5.636363636363638,17.56902356902357,13.404040404040403,19.21548821548821,10.727272727272727,21.033670033670035,12.393939393939394,12.882154882154882,5.444444444444443,3.794612794612795,17.35016835016835,14,P10,22.15,119.6,97.4,67.1,-0.043,9.03,106.5,97.5,8.46,13,77.15,86.88
2010,1144,17,11,67.67857142857143,23.035714285714285,51.60714285714285,4.678571428571429,13.321428571428573,16.928571428571427,23.714285714285715,11.0,20.428571428571427,14.107142857142858,14.214285714285715,10.214285714285714,2.071428571428572,18.964285714285715,63.92857142857143,21.607142857142854,48.75,6.357142857142858,19.071428571428573,14.357142857142858,20.678571428571427,10.285714285714286,21.464285714285715,14.178571428571427,18.071428571428573,6.392857142857142,5.142857142857143,19.892857142857142,163,ASun,0.85,100.5,99.7,64.2,0.002,-5.22,99.9,105.1,-1.95,201,60.61,64.84
2010,1145,15,17,65.20277777777778,22.83541666666667,55.33819444444444,6.436111111111112,20.430555555555557,13.095833333333333,18.628472222222218,12.354861111111115,24.29513888888889,12.375694444444445,14.438194444444445,5.936805555555555,3.432638888888889,17.909027777777773,66.25416666666666,24.015972222222217,56.88680555555555,6.4618055555555545,19.699305555555558,11.760416666666668,17.888194444444444,12.259027777777776,22.96736111111111,13.279166666666667,12.961111111111114,6.964583333333334,3.4034722222222222,17.913888888888884,201,MAAC,-2.93,100.1,103.1,65.6,-0.002,-2.12,100.1,102.2,-3.67,192,65.69,65.33
2010,1146,6,20,61.551282051282044,20.649572649572647,50.5982905982906,5.311965811965811,17.192307692307693,14.940170940170939,23.57264957264957,10.863247863247864,21.83333333333333,9.35897435897436,14.303418803418806,5.803418803418803,3.0256410256410264,17.346153846153847,68.22222222222223,24.64529914529915,54.38034188034188,5.662393162393162,16.162393162393162,13.269230769230768,18.752136752136757,10.914529914529915,23.73076923076923,12.538461538461537,13.247863247863247,6.837606837606838,4.700854700854701,19.5,304,Slnd,-14.29,92.0,106.3,64.1,-0.091,-6.64,99.8,106.4,-5.22,302,60.6,55.09
2010,1147,6,21,67.5358024691358,22.455967078189303,55.09218106995886,7.547325102880658,21.501234567901236,15.076543209876544,20.80246913580247,8.809876543209876,19.90288065843621,12.4880658436214,14.864197530864198,7.218106995884773,2.2353909465020574,21.213991769547327,79.59835390946502,27.337448559670783,55.04609053497943,6.395061728395063,16.913580246913583,18.528395061728393,25.20246913580247,11.307818930041153,27.158024691358023,15.162962962962967,15.465020576131687,7.22633744855967,4.403292181069959,19.034567901234567,318,Sum,-18.48,95.0,113.5,69.7,0.009000000000000001,-4.29,100.8,105.1,1.99,327,62.98,51.48
2010,1148,12,18,60.28074074074074,21.192592592592593,52.5725925925926,4.997777777777778,15.988148148148149,12.897777777777776,18.016296296296293,10.846666666666666,21.237777777777776,10.811851851851852,13.274074074074075,6.5814814814814815,2.982962962962963,14.972592592592594,63.67481481481482,24.084444444444447,53.17703703703704,5.376296296296298,15.392592592592592,10.129629629629632,15.130370370370368,10.750370370370375,22.969629629629637,11.525925925925925,14.15925925925926,6.746666666666667,3.7622222222222224,17.300740740740746,309,NEC,-15.5,92.3,107.8,63.4,-0.006999999999999999,-11.39,95.6,107.0,-7.87,276,60.09,57.87
2010,1149,9,17,63.13247863247864,23.23931623931624,55.9957264957265,5.970085470085469,17.294871794871796,10.683760683760683,16.149572649572647,12.18803418803419,22.371794871794872,9.914529914529917,14.47008547008547,7.555555555555557,3.9615384615384617,17.982905982905983,67.91452991452991,24.0982905982906,54.37179487179488,5.730769230769232,17.316239316239315,13.987179487179489,21.02991452991453,11.726495726495726,24.068376068376068,13.200854700854702,13.56837606837607,7.252136752136753,2.9102564102564097,16.081196581196586,293,BSth,-13.06,94.7,107.8,62.6,0.006,-7.86,98.1,106.0,7.65,280,59.98,57.42
2010,1150,19,12,72.89247311827957,24.218637992831546,57.903225806451616,6.455197132616488,20.74910394265233,18.0,24.54121863799283,13.247311827956992,26.035842293906807,13.10752688172043,13.258064516129034,5.870967741935483,4.032258064516129,18.04301075268817,70.59139784946238,25.132616487455195,60.526881720430104,6.777777777777778,22.075268817204304,13.548387096774194,19.38351254480287,12.774193548387096,23.974910394265233,13.584229390681006,12.290322580645164,5.867383512544802,3.74910394265233,20.609318996415773,96,A10,7.91,108.7,100.8,67.1,0.068,3.85,103.7,99.8,-0.61,123,71.2,71.31
2010,1151,13,18,68.19354838709678,24.258064516129032,56.483870967741936,8.129032258064516,24.41935483870968,11.548387096774194,18.741935483870968,11.129032258064516,25.387096774193548,14.32258064516129,16.258064516129032,5.774193548387097,2.4838709677419355,18.90322580645161,73.06451612903227,25.096774193548388,58.903225806451616,10.258064516129034,28.774193548387093,12.612903225806454,18.483870967741932,11.64516129032258,25.193548387096772,14.612903225806454,14.35483870967742,8.064516129032258,3.4838709677419355,18.645161290322577,248,SC,-8.19,96.9,105.1,68.9,0.033,-3.67,101.7,105.3,-2.66,264,63.4,58.87
2010,1152,6,22,59.563492063492056,20.70238095238096,56.1984126984127,4.523809523809524,16.416666666666668,13.634920634920634,20.74206349206349,13.420634920634921,21.726190476190478,9.65873015873016,15.916666666666668,6.940476190476191,1.9246031746031744,19.74206349206349,71.12698412698413,23.5515873015873,51.150793650793645,7.765873015873018,20.476190476190478,16.25793650793651,24.12698412698413,10.503968253968251,25.702380952380953,14.98809523809524,15.86904761904762,7.329365079365081,3.6944444444444438,18.58333333333333,342,GWC,-24.62,85.3,109.9,67.1,0.001,-10.16,97.0,107.1,-0.1,330,58.61,51.05
2010,1153,18,15,67.73333333333333,25.233670033670034,58.35690235690236,5.461279461279461,18.71919191919192,11.804713804713804,18.927272727272726,13.874074074074073,25.15420875420876,13.435016835016837,12.964309764309766,5.466666666666666,2.9804713804713803,17.88080808080808,65.2074074074074,22.663299663299664,55.31649831649832,6.37037037037037,18.81010101010101,13.510437710437712,19.70774410774411,10.492255892255892,21.819528619528622,12.383164983164985,11.597979797979797,6.421548821548822,3.0680134680134685,16.514478114478113,68,BE,11.92,106.3,94.4,65.3,-0.013000000000000001,9.77,108.3,98.5,-1.16,72,76.44,77.69
2010,1154,14,16,60.33333333333334,21.24444444444445,51.507407407407406,7.351851851851852,20.24444444444445,10.492592592592592,14.681481481481484,9.762962962962963,21.511111111111113,11.2,10.729629629629633,4.911111111111111,1.4592592592592593,15.496296296296293,60.81851851851852,21.63333333333333,50.46666666666667,5.970370370370372,18.403703703703698,11.581481481481482,16.9,10.011111111111113,22.996296296296297,9.844444444444443,11.481481481481485,5.0629629629629616,3.3777777777777778,15.651851851851852,197,SC,-1.96,100.3,102.3,59.4,-0.02,-2.33,102.1,104.4,2.94,196,63.92,65.11
